media_id,media_name,media_url
27502,Hufffington Post,http://www.huffingtonpost.com/#home th
27562,San Francisco Sentinel,http://www.sanfranciscosentinel.com/
27917,"La Opinión - Noticias locales, nacionales, deportes, entretenimiento, clasificados, vida y estilo",http://www.laopinion.com/
27934,MontereyHerald.com :,http://www.montereyherald.com/
28335,Politics and Faith Healing | Observer,http://www.observer.com/politics
28761,miami.cbslocal.com,http://miami.cbslocal.com#spider
28771,today.com,http://www.today.com#spider
28777,firstpost.com,http://www.firstpost.com#spider
28907,montgomeryadvertiser.com,http://www.montgomeryadvertiser.com#spider
28956,hispanicbusiness.com,http://www.hispanicbusiness.com#spider
29176,telegram.com,http://www.telegram.com#spider
29353,china.org.cn,http://www.china.org.cn#spider
29363,beforeitsnews.com,http://beforeitsnews.com#spider
29485,newrepublic.com,http://www.newrepublic.com#spider
29616,sacramento.cbslocal.com,http://sacramento.cbslocal.com#spider
30270,wetpaint.com,http://www.wetpaint.com#spider
30347,host.madison.com,http://host.madison.com#spider
30506,lasvegas.informermg.com,http://lasvegas.informermg.com#spider
31137,therealnews.com,http://therealnews.com#spider
31196,rabble.ca,http://rabble.ca#spider
32270,nhregister.com,http://nhregister.com#spider
32434,ctvnews.ca,http://www.ctvnews.ca#spider
32617,issuu.com,http://issuu.com#spider
32734,lrb.co.uk,http://www.lrb.co.uk#spider
33015,canberratimes.com.au,http://www.canberratimes.com.au#spider
33287,theecologist.org,http://www.theecologist.org#spider
33545,chicago.cbslocal.com,http://chicago.cbslocal.com#spider
33623,forward.com,http://forward.com#spider
34082,timesofisrael.com,http://www.timesofisrael.com#spider
34267,coloradoindependent.com,http://coloradoindependent.com#spider
34360,fox2now.com,http://fox2now.com#spider
34596,keyt.com,http://www.keyt.com#spider
38702,maannews-en,http://www.maannews.net/en/
38726,ruvr-en,http://english.ruvr.ru/
38741,Heute,http://www.heute.de/
38746,ruvr-de,http://german.ruvr.ru/
38851,businessday,http://www.businessday.co.za/
38871,eltiempo-CO,http://www.eltiempo.com
39017,icWales,http://www.walesonline.co.uk/
39019,tehrantimes,http://tehrantimes.com/
39043,bna,http://www.bna.bh/portal/main
39051,sverigesradio-en,http://sverigesradio.se/
39120,lefigaro,http://www.lefigaro.fr/
39200,ibtimes-uk,http://www.ibtimes.co.uk/
39260,nouvelobs,http://tempsreel.nouvelobs.com/index.html
39390,itartass_ru,http://www.itar-tass.com/
39409,dn-se,http://www.dn.se/
39410,turkishpress,http://www.turkishpress.com/
39486,BernerZeitung,http://www.bernerzeitung.ch/
39488,breakingnews-ie,http://www.breakingnews.ie
39489,todayszaman,http://www.todayszaman.com/mainAction.action
39493,kuna,http://www.kuna.net.kw/NewsAgenciesPublicsite/HomePage.aspx?language=ar
39494,berlingske,http://www.b.dk/
39516,dagbladet,http://www.dagbladet.no/
39590,South China Morning Post,http://www.scmp.com/
39657,blick,http://www.blick.ch/
39728,tmnews,http://www.tmnews.it/web/home.shtml
39756,afp,http://www.afp.com/
39787,belfasttelegraph,http://www.belfasttelegraph.co.uk/
39789,skynews,http://www.sky.com/skynews/home/
39903,tdg,http://www.tdg.ch
39934,gulfnews,http://gulfnews.com/news
39964,Salzburger,http://www.salzburg.com/nwas/index.php
39970,nation,http://nation.com.pk/
39979,asiatimes,http://www.atimes.com/
40190,weser-kurier-politik,http://www.weser-kurier.de/News/Politik.html
40268,heraldscotland,http://www.heraldscotland.com/news
40379,mumbaimirror,http://www.mumbaimirror.com/
40391,gc,http://news.gc.ca/web/index-eng.do
40446,lastampa,http://www.lastampa.it/redazione/default.asp
40450,elperiodico,http://www.elperiodico.com/es/
40452,naharnet-ar,http://www.naharnet.com
40497,adhoc,http://www.ad-hoc-news.de/
40498,ad,http://www.ad.nl
40508,sbs,http://www.sbs.com.au/news/
40520,yabiladi,http://www.yabiladi.com/
40537,thestar-my,http://thestar.com.my/
40551,yle,http://yle.fi/uutiset/
40620,kurier-at,http://kurier.at/
40653,fishing-co,http://www.stuff.co.nz/sport/fishing/
40774,mondediplo,http://mondediplo.com/
40792,vaterland,http://www.vaterland.li
40809,evz,http://www.evz.ro/index.html
40876,themirror,http://www.mirror.co.uk/
40906,daralhayat,http://www.daralhayat.com/
40915,ynetnews,"http://www.ynetnews.com/home/0,7340,L-3083,00.html"
40931,nicematin,http://www.nicematin.com/
40966,oe24,http://www.oe24.at/
40968,gulf-times,http://gulf-times.com/
40974,wienerzeitung,http://www.wienerzeitung.at
41062,aftenposten,http://www.aftenposten.no/
41089,hurriyetdailynews,http://www.hurriyetdailynews.com/
41177,herald-ie,http://www.herald.ie/
41187,7days,http://www.7daysindubai.com/home
41189,TheScotsman,http://www.scotsman.com/the-scotsman
41238,economictimes,http://www.economictimes.com/
41304,thelocal,http://www.thelocal.se/
41321,br-online,http://www.br.de/index.html
41328,admin,http://www.admin.ch/
41336,irishexaminer,http://www.irishexaminer.com/
41348,ipsnews,http://www.ipsnews.net/africa/index.asp
41437,geo-tv,http://geo.tv/
41452,abc-au,http://www.abc.net.au/news/
41453,knack,http://knack.rnews.be/nl/actualiteit/
41462,independent-ie,http://www.independent.ie
41499,volkskrant,http://www.volkskrant.nl
41583,LePoint,http://www.lepoint.fr/
41626,chinadaily,http://www.chinadaily.com.cn
41678,belfasttoday,http://www.belfasttoday.net
41823,deutschewelle-fa,"http://www.dw.de/dw/0,,9993,00.html"
41922,epochtimes,http://www.epochtimes.de/
42090,lavanguardia,http://www.lavanguardia.es/index.html
42118,itv,http://www.itv.com/news/
42138,iafrica,http://africa.iafrica.com/c2cnews/
42181,euractiv-en,http://www.euractiv.com/en/
42302,ria.ru,http://ria.ru/#spider
42689,thetimes.co.uk,http://www.thetimes.co.uk/#spider
44545,slate.fr,http://www.slate.fr/#spider
45727,euronews.com,http://www.euronews.com/#spider
46073,ottawacitizen.com,http://www.ottawacitizen.com/#spider
46247,bbc.com,http://www.bbc.com/#spider
46603,m.foreignaffairs.com,http://m.foreignaffairs.com/#spider
48768,huffingtonpost.fr,http://www.huffingtonpost.fr/#spider
52413,venezuelanalysis.com,http://venezuelanalysis.com/#spider
